mes_compra,p_compra,mes_venta,p_venta,usd,pesos_final,ganancia,error_ganancia,error_ganancia_pct
Jun-2023,799.87,Dic-2024,982.30,1250.00,1227500.00,227500.00,574.39,0.25
Jun-2023,799.87,Ene-2025,1000.76,1250.00,1250000.00,250000.00,1152.44,0.46
Jun-2023,799.87,Feb-2025,956.62,1250.00,1196250.00,196250.00,669.61,0.34
Jun-2023,799.87,Mar-2025,932.55,1250.00,1166250.00,166250.00,752.32,0.45
Jun-2023,799.87,Abr-2025,961.96,1250.00,1202500.00,202500.00,245.44,0.12
Jun-2023,799.87,May-2025,941.01,1250.00,1176250.00,176250.00,203.67,0.12
Jun-2023,799.87,Jun-2025,938.04,1250.00,1172500.00,172500.00,240.56,0.14
Jun-2023,799.87,Jul-2025,951.55,1250.00,1190000.00,190000.00,756.17,0.40
Jun-2023,799.87,Ago-2025,966.30,1250.00,1207500.00,207500.00,571.13,0.28
Jun-2023,799.87,Sep-2025,960.37,1250.00,1200000.00,200000.00,657.35,0.33
Jun-2023,799.87,Oct-2025,953.97,1250.00,1192500.00,192500.00,231.31,0.12
Jun-2023,799.87,Nov-2025,935.70,1250.00,1170000.00,170000.00,565.28,0.33
Jun-2023,799.87,Dic-2025,916.16,1250.00,1145000.00,145000.00,386.06,0.27
Jul-2023,813.40,Ago-2023,855.66,1230.01,1052890.53,52890.53,936.14,1.77
Jul-2023,813.40,Sep-2023,884.40,1230.01,1087330.87,87330.87,1026.49,1.18
Jul-2023,813.40,Oct-2023,926.35,1230.01,1138991.39,138991.39,990.46,0.71
Jul-2023,813.40,Nov-2023,886.61,1230.01,1091020.91,91020.91,1016.44,1.12
Jul-2023,813.40,Dic-2023,874.67,1230.01,1076260.76,76260.76,935.32,1.23
Jul-2023,813.40,Ene-2024,907.99,1230.01,1116851.17,116851.17,561.53,0.48
Jul-2023,813.40,Feb-2024,963.44,1230.01,1184501.85,184501.85,1123.45,0.61
Jul-2023,813.40,Mar-2024,967.93,1230.01,1190651.91,190651.91,671.63,0.35
Jul-2023,813.40,Abr-2024,960.14,1230.01,1180811.81,180811.81,752.86,0.42
Jul-2023,813.40,May-2024,917.88,1230.01,1129151.29,129151.29,702.90,0.54
Jul-2023,813.40,Jun-2024,926.08,1230.01,1138991.39,138991.39,658.51,0.47
Jul-2023,813.40,Jul-2024,937.56,1230.01,1153751.54,153751.54,1108.83,0.72
Jul-2023,813.40,Ago-2024,929.90,1230.01,1143911.44,143911.44,685.55,0.48
Jul-2023,813.40,Sep-2024,926.21,1230.01,1138991.39,138991.39,818.36,0.59
Jul-2023,813.40,Oct-2024,933.81,1230.01,1148831.49,148831.49,798.70,0.54
Jul-2023,813.40,Nov-2024,971.60,1230.01,1195571.96,195571.96,1080.15,0.55
Jul-2023,813.40,Dic-2024,982.30,1230.01,1207872.08,207872.08,962.88,0.46
Jul-2023,813.40,Ene-2025,1000.76,1230.01,1230012.30,230012.30,1538.97,0.67
Jul-2023,813.40,Feb-2025,956.62,1230.01,1177121.77,177121.77,1046.46,0.59
Jul-2023,813.40,Mar-2025,932.55,1230.01,1147601.48,147601.48,1118.12,0.76
Jul-2023,813.40,Abr-2025,961.96,1230.01,1183271.83,183271.83,631.09,0.34
Jul-2023,813.40,May-2025,941.01,1230.01,1157441.57,157441.57,581.49,0.37
Jul-2023,813.40,Jun-2025,938.04,1230.01,1153751.54,153751.54,616.57,0.40
Jul-2023,813.40,Jul-2025,951.55,1230.01,1170971.71,170971.71,1129.61,0.66
Jul-2023,813.40,Ago-2025,966.30,1230.01,1188191.88,188191.88,953.20,0.51
Jul-2023,813.40,Sep-2025,960.37,1230.01,1180811.81,180811.81,1035.61,0.57
Jul-2023,813.40,Oct-2025,953.97,1230.01,1173431.73,173431.73,613.95,0.35
Jul-2023,813.40,Nov-2025,935.70,1230.01,1151291.51,151291.51,935.28,0.62
Jul-2023,813.40,Dic-2025,916.16,1230.01,1126691.27,126691.27,750.83,0.59
Ago-2023,855.66,Sep-2023,884.40,1168.22,1032710.28,32710.28,877.43,2.68
Ago-2023,855.66,Oct-2023,926.35,1168.22,1081775.70,81775.70,838.57,1.03
Ago-2023,855.66,Nov-2023,886.61,1168.22,1036214.95,36214.95,867.55,2.40
Ago-2023,855.66,Dic-2023,874.67,1168.22,1022196.26,22196.26,791.83,3.57
Ago-2023,855.66,Ene-2024,907.99,1168.22,1060747.66,60747.66,433.17,0.71
Ago-2023,855.66,Feb-2024,963.44,1168.22,1125000.00,125000.00,960.81,0.77
Ago-2023,855.66,Mar-2024,967.93,1168.22,1130841.12,130841.12,531.13,0.41
Ago-2023,855.66,Abr-2024,960.14,1168.22,1121495.33,121495.33,609.16,0.50
Ago-2023,855.66,May-2024,917.88,1168.22,1072429.91,72429.91,566.34,0.78
Ago-2023,855.66,Jun-2024,926.08,1168.22,1081775.70,81775.70,523.30,0.64
Ago-2023,855.66,Jul-2024,937.56,1168.22,1095794.39,95794.39,949.68,0.99
Ago-2023,855.66,Ago-2024,929.90,1168.22,1086448.60,86448.60,548.54,0.63
Ago-2023,855.66,Sep-2024,926.21,1168.22,1081775.70,81775.70,675.12,0.83
Ago-2023,855.66,Oct-2024,933.81,1168.22,1091121.50,91121.50,655.57,0.72
Ago-2023,855.66,Nov-2024,971.60,1168.22,1135514.02,135514.02,918.68,0.68
Ago-2023,855.66,Dic-2024,982.30,1168.22,1147196.26,147196.26,806.20,0.55
Ago-2023,855.66,Ene-2025,1000.76,1168.22,1168224.30,168224.30,1351.37,0.80
Ago-2023,855.66,Feb-2025,956.62,1168.22,1117990.65,117990.65,888.34,0.75
Ago-2023,855.66,Mar-2025,932.55,1168.22,1089953.27,89953.27,959.05,1.07
Ago-2023,855.66,Abr-2025,961.96,1168.22,1123831.78,123831.78,493.29,0.40
Ago-2023,855.66,May-2025,941.01,1168.22,1099299.07,99299.07,448.49,0.45
Ago-2023,855.66,Jun-2025,938.04,1168.22,1095794.39,95794.39,482.15,0.50
Ago-2023,855.66,Jul-2025,951.55,1168.22,1112149.53,112149.53,967.87,0.86
Ago-2023,855.66,Ago-2025,966.30,1168.22,1128504.67,128504.67,798.77,0.62
Ago-2023,855.66,Sep-2025,960.37,1168.22,1121495.33,121495.33,877.71,0.72
Ago-2023,855.66,Oct-2025,953.97,1168.22,1114485.98,114485.98,477.89,0.42
Ago-2023,855.66,Nov-2025,935.70,1168.22,1093457.94,93457.94,785.07,0.84
Ago-2023,855.66,Dic-2025,916.16,1168.22,1070093.46,70093.46,612.09,0.87
Sep-2023,884.40,Oct-2023,926.35,1131.22,1047511.31,47511.31,869.55,1.83
Sep-2023,884.40,Nov-2023,886.61,1131.22,1003393.67,3393.67,895.19,26.38
Sep-2023,884.40,Dic-2023,874.67,1131.22,989819.00,-10181.00,821.12,8.07
Sep-2023,884.40,Ene-2024,907.99,1131.22,1027149.32,27149.32,475.88,1.75
Sep-2023,884.40,Feb-2024,963.44,1131.22,1089366.52,89366.52,990.21,1.11
Sep-2023,884.40,Mar-2024,967.93,1131.22,1095022.62,95022.62,574.45,0.60
Sep-2023,884.40,Abr-2024,960.14,1131.22,1085972.85,85972.85,649.52,0.76
Sep-2023,884.40,May-2024,917.88,1131.22,1038461.54,38461.54,605.44,1.57
Sep-2023,884.40,Jun-2024,926.08,1131.22,1047511.31,47511.31,564.26,1.19
Sep-2023,884.40,Jul-2024,937.56,1131.22,1061085.97,61085.97,977.88,1.60
Sep-2023,884.40,Ago-2024,929.90,1131.22,1052036.20,52036.20,588.95,1.13
Sep-2023,884.40,Sep-2024,926.21,1131.22,1047511.31,47511.31,711.28,1.50
Sep-2023,884.40,Oct-2024,933.81,1131.22,1056561.09,56561.09,692.84,1.22
Sep-2023,884.40,Nov-2024,971.60,1131.22,1099547.51,99547.51,949.98,0.95
Sep-2023,884.40,Dic-2024,982.30,1131.22,1110859.73,110859.73,841.69,0.76
Sep-2023,884.40,Ene-2025,1000.76,1131.22,1131221.72,131221.72,1370.71,1.04
Sep-2023,884.40,Feb-2025,956.62,1131.22,1082579.19,82579.19,919.67,1.11
Sep-2023,884.40,Mar-2025,932.55,1131.22,1055429.86,55429.86,986.65,1.78
Sep-2023,884.40,Abr-2025,961.96,1131.22,1088235.29,88235.29,537.44,0.61
Sep-2023,884.40,May-2025,941.01,1131.22,1064479.64,64479.64,492.76,0.76
Sep-2023,884.40,Jun-2025,938.04,1131.22,1061085.97,61085.97,525.16,0.86
Sep-2023,884.40,Jul-2025,951.55,1131.22,1076923.08,76923.08,996.37,1.30
Sep-2023,884.40,Ago-2025,966.30,1131.22,1092760.18,92760.18,833.50,0.90
Sep-2023,884.40,Sep-2025,960.37,1131.22,1085972.85,85972.85,909.56,1.06
Sep-2023,884.40,Oct-2025,953.97,1131.22,1079185.52,79185.52,522.04,0.66
Sep-2023,884.40,Nov-2025,935.70,1131.22,1058823.53,58823.53,818.36,1.39
Sep-2023,884.40,Dic-2025,916.16,1131.22,1036199.10,36199.10,649.62,1.79
Oct-2023,926.35,Nov-2023,886.61,1079.91,957883.37,-42116.63,783.27,1.86
Oct-2023,926.35,Dic-2023,874.67,1079.91,944924.41,-55075.59,713.52,1.30
Oct-2023,926.35,Ene-2024,907.99,1079.91,980561.56,-19438.44,381.28,1.96
Oct-2023,926.35,Feb-2024,963.44,1079.91,1039956.80,39956.80,867.87,2.17
Oct-2023,926.35,Mar-2024,967.93,1079.91,1045356.37,45356.37,470.56,1.04
Oct-2023,926.35,Abr-2024,960.14,1079.91,1036717.06,36717.06,542.87,1.48
Oct-2023,926.35,May-2024,917.88,1079.91,991360.69,-8639.31,504.17,5.84
Oct-2023,926.35,Jun-2024,926.08,1079.91,1000000.00,-0.00,464.21,398755570488047.38
Oct-2023,926.35,Jul-2024,937.56,1079.91,1012958.96,12958.96,858.11,6.62
Oct-2023,926.35,Ago-2024,929.90,1079.91,1004319.65,4319.65,487.46,11.28
Oct-2023,926.35,Sep-2024,926.21,1079.91,1000000.00,-0.00,604.56,519310847462662.31
Oct-2023,926.35,Oct-2024,933.81,1079.91,1008639.31,8639.31,586.32,6.79
Oct-2023,926.35,Nov-2024,971.60,1079.91,1049676.03,49676.03,828.74,1.67
Oct-2023,926.35,Dic-2024,982.30,1079.91,1060475.16,60475.16,724.55,1.20
Oct-2023,926.35,Ene-2025,1000.76,1079.91,1079913.61,79913.61,1228.13,1.54
Oct-2023,926.35,Feb-2025,956.62,1079.91,1033477.32,33477.32,801.01,2.39
Oct-2023,926.35,Mar-2025,932.55,1079.91,1007559.40,7559.40,866.88,11.47
Oct-2023,926.35,Abr-2025,961.96,1079.91,1038876.89,38876.89,435.71,1.12
Oct-2023,926.35,May-2025,941.01,1079.91,1016198.70,16198.70,394.75,2.44
Oct-2023,926.35,Jun-2025,938.04,1079.91,1012958.96,12958.96,425.92,3.29
Oct-2023,926.35,Jul-2025,951.55,1079.91,1028077.75,28077.75,874.63,3.12
Oct-2023,926.35,Ago-2025,966.30,1079.91,1043196.54,43196.54,718.02,1.66
Oct-2023,926.35,Sep-2025,960.37,1079.91,1036717.06,36717.06,791.11,2.15
Oct-2023,926.35,Oct-2025,953.97,1079.91,1030237.58,30237.58,421.65,1.39
Oct-2023,926.35,Nov-2025,935.70,1079.91,1010799.14,10799.14,705.99,6.54
Oct-2023,926.35,Dic-2025,916.16,1079.91,989200.86,-10799.14,546.50,5.06
Nov-2023,886.61,Dic-2023,874.67,1127.40,986471.25,-13528.75,806.11,5.96
Nov-2023,886.61,Ene-2024,907.99,1127.40,1023675.31,23675.31,461.57,1.95
Nov-2023,886.61,Feb-2024,963.44,1127.40,1085682.07,85682.07,973.39,1.14
Nov-2023,886.61,Mar-2024,967.93,1127.40,1091319.05,91319.05,558.97,0.61
Nov-2023,886.61,Abr-2024,960.14,1127.40,1082299.89,82299.89,633.89,0.77
Nov-2023,886.61,May-2024,917.88,1127.40,1034949.27,34949.27,590.56,1.69
Nov-2023,886.61,Jun-2024,926.08,1127.40,1043968.43,43968.43,549.40,1.25
Nov-2023,886.61,Jul-2024,937.56,1127.40,1057497.18,57497.18,961.46,1.67
Nov-2023,886.61,Ago-2024,929.90,1127.40,1048478.02,48478.02,573.95,1.18
Nov-2023,886.61,Sep-2024,926.21,1127.40,1043968.43,43968.43,695.92,1.58
Nov-2023,886.61,Oct-2024,933.81,1127.40,1052987.60,52987.60,677.43,1.28
Nov-2023,886.61,Nov-2024,971.60,1127.40,1095828.64,95828.64,933.17,0.97
Nov-2023,886.61,Dic-2024,982.30,1127.40,1107102.59,107102.59,825.11,0.77
Nov-2023,886.61,Ene-2025,1000.76,1127.40,1127395.72,127395.72,1352.09,1.06
Nov-2023,886.61,Feb-2025,956.62,1127.40,1078917.70,78917.70,903.17,1.14
Nov-2023,886.61,Mar-2025,932.55,1127.40,1051860.20,51860.20,970.26,1.87
Nov-2023,886.61,Abr-2025,961.96,1127.40,1084554.68,84554.68,522.17,0.62
Nov-2023,886.61,May-2025,941.01,1127.40,1060879.37,60879.37,477.93,0.79
Nov-2023,886.61,Jun-2025,938.04,1127.40,1057497.18,57497.18,510.26,0.89
Nov-2023,886.61,Jul-2025,951.55,1127.40,1073280.72,73280.72,979.68,1.34
Nov-2023,886.61,Ago-2025,966.30,1127.40,1089064.26,89064.26,817.17,0.92
Nov-2023,886.61,Sep-2025,960.37,1127.40,1082299.89,82299.89,893.06,1.09
Nov-2023,886.61,Oct-2025,953.97,1127.40,1075535.51,75535.51,506.93,0.67
Nov-2023,886.61,Nov-2025,935.70,1127.40,1055242.39,55242.39,802.50,1.45
Nov-2023,886.61,Dic-2025,916.16,1127.40,1032694.48,32694.48,634.61,1.94
Dic-2023,874.67,Ene-2024,907.99,1142.86,1037714.29,37714.29,402.94,1.07
Dic-2023,874.67,Feb-2024,963.44,1142.86,1100571.43,100571.43,917.86,0.91
Dic-2023,874.67,Mar-2024,967.93,1142.86,1106285.71,106285.71,497.39,0.47
Dic-2023,874.67,Abr-2024,960.14,1142.86,1097142.86,97142.86,573.91,0.59
Dic-2023,874.67,May-2024,917.88,1142.86,1049142.86,49142.86,532.99,1.08
Dic-2023,874.67,Jun-2024,926.08,1142.86,1058285.71,58285.71,490.70,0.84
Dic-2023,874.67,Jul-2024,937.56,1142.86,1072000.00,72000.00,907.54,1.26
Dic-2023,874.67,Ago-2024,929.90,1142.86,1062857.14,62857.14,515.30,0.82
Dic-2023,874.67,Sep-2024,926.21,1142.86,1058285.71,58285.71,639.22,1.10
Dic-2023,874.67,Oct-2024,933.81,1142.86,1067428.57,67428.57,619.91,0.92
Dic-2023,874.67,Nov-2024,971.60,1142.86,1110857.14,110857.14,876.44,0.79
Dic-2023,874.67,Dic-2024,982.30,1142.86,1122285.71,122285.71,766.17,0.63
Dic-2023,874.67,Ene-2025,1000.76,1142.86,1142857.14,142857.14,1299.09,0.91
Dic-2023,874.67,Feb-2025,956.62,1142.86,1093714.29,93714.29,847.10,0.90
Dic-2023,874.67,Mar-2025,932.55,1142.86,1066285.71,66285.71,916.83,1.38
Dic-2023,874.67,Abr-2025,961.96,1142.86,1099428.57,99428.57,460.51,0.46
Dic-2023,874.67,May-2025,941.01,1142.86,1075428.57,75428.57,417.17,0.55
Dic-2023,874.67,Jun-2025,938.04,1142.86,1072000.00,72000.00,450.16,0.63
Dic-2023,874.67,Jul-2025,951.55,1142.86,1088000.00,88000.00,925.02,1.05
Dic-2023,874.67,Ago-2025,966.30,1142.86,1104000.00,104000.00,759.27,0.73
Dic-2023,874.67,Sep-2025,960.37,1142.86,1097142.86,97142.86,836.63,0.86
Dic-2023,874.67,Oct-2025,953.97,1142.86,1090285.71,90285.71,445.64,0.49
Dic-2023,874.67,Nov-2025,935.70,1142.86,1069714.29,69714.29,746.55,1.07
Dic-2023,874.67,Dic-2025,916.16,1142.86,1046857.14,46857.14,577.79,1.23
Ene-2024,907.99,Feb-2024,963.44,1101.32,1060572.69,60572.69,496.04,0.82
Ene-2024,907.99,Mar-2024,967.93,1101.32,1066079.30,66079.30,88.84,0.13
Ene-2024,907.99,Abr-2024,960.14,1101.32,1057268.72,57268.72,165.81,0.29
Ene-2024,907.99,May-2024,917.88,1101.32,1011013.22,11013.22,143.31,1.30
Ene-2024,907.99,Jun-2024,926.08,1101.32,1019823.79,19823.79,99.33,0.50
Ene-2024,907.99,Jul-2024,937.56,1101.32,1033039.65,33039.65,496.19,1.50
Ene-2024,907.99,Ago-2024,929.90,1101.32,1024229.07,24229.07,121.42,0.50
Ene-2024,907.99,Sep-2024,926.21,1101.32,1019823.79,19823.79,242.46,1.22
Ene-2024,907.99,Oct-2024,933.81,1101.32,1028634.36,28634.36,220.62,0.77
Ene-2024,907.99,Nov-2024,971.60,1101.32,1070484.58,70484.58,452.50,0.64
Ene-2024,907.99,Dic-2024,982.30,1101.32,1081497.80,81497.80,342.21,0.42
Ene-2024,907.99,Ene-2025,1000.76,1101.32,1101321.59,101321.59,848.50,0.84
Ene-2024,907.99,Feb-2025,956.62,1101.32,1053964.76,53964.76,430.28,0.80
Ene-2024,907.99,Mar-2025,932.55,1101.32,1027533.04,27533.04,507.15,1.84
Ene-2024,907.99,Abr-2025,961.96,1101.32,1059471.37,59471.37,55.72,0.09
Ene-2024,907.99,May-2025,941.01,1101.32,1036343.61,36343.61,22.43,0.06
Ene-2024,907.99,Jun-2025,938.04,1101.32,1033039.65,33039.65,55.43,0.17
Ene-2024,907.99,Jul-2025,951.55,1101.32,1048458.15,48458.15,507.38,1.05
Ene-2024,907.99,Ago-2025,966.30,1101.32,1063876.65,63876.65,342.01,0.54
Ene-2024,907.99,Sep-2025,960.37,1101.32,1057268.72,57268.72,418.98,0.73
Ene-2024,907.99,Oct-2025,953.97,1101.32,1050660.79,50660.79,44.61,0.09
Ene-2024,907.99,Nov-2025,935.70,1101.32,1030837.00,30837.00,341.86,1.11
Ene-2024,907.99,Dic-2025,916.16,1101.32,1008810.57,8810.57,187.29,2.13
Feb-2024,963.44,Mar-2024,967.93,1038.42,1005192.11,5192.11,531.76,10.24
Feb-2024,963.44,Abr-2024,960.14,1038.42,996884.74,-3115.26,600.63,19.28
Feb-2024,963.44,May-2024,917.88,1038.42,953271.03,-46728.97,559.98,1.20
Feb-2024,963.44,Jun-2024,926.08,1038.42,961578.40,-38421.60,522.22,1.36
Feb-2024,963.44,Jul-2024,937.56,1038.42,974039.46,-25960.54,901.96,3.47
Feb-2024,963.44,Ago-2024,929.90,1038.42,965732.09,-34267.91,544.90,1.59
Feb-2024,963.44,Sep-2024,926.21,1038.42,961578.40,-38421.60,657.17,1.71
Feb-2024,963.44,Oct-2024,933.81,1038.42,969885.77,-30114.23,640.28,2.13
Feb-2024,963.44,Nov-2024,971.60,1038.42,1009345.79,9345.79,876.50,9.38
Feb-2024,963.44,Dic-2024,982.30,1038.42,1019730.01,19730.01,777.14,3.94
Feb-2024,963.44,Ene-2025,1000.76,1038.42,1038421.60,38421.60,1262.84,3.29
Feb-2024,963.44,Feb-2025,956.62,1038.42,993769.47,-6230.53,848.61,13.62
Feb-2024,963.44,Mar-2025,932.55,1038.42,968847.35,-31152.65,909.98,2.92
Feb-2024,963.44,Abr-2025,961.96,1038.42,998961.58,-1038.42,497.76,47.93
Feb-2024,963.44,May-2025,941.01,1038.42,977154.72,-22845.28,456.65,2.00
Feb-2024,963.44,Jun-2025,938.04,1038.42,974039.46,-25960.54,486.38,1.87
Feb-2024,963.44,Jul-2025,951.55,1038.42,988577.36,-11422.64,918.99,8.05
Feb-2024,963.44,Ago-2025,966.30,1038.42,1003115.26,3115.26,769.55,24.70
Feb-2024,963.44,Sep-2025,960.37,1038.42,996884.74,-3115.26,839.34,26.94
Feb-2024,963.44,Oct-2025,953.97,1038.42,990654.21,-9345.79,483.58,5.17
Feb-2024,963.44,Nov-2025,935.70,1038.42,971962.62,-28037.38,755.52,2.69
Feb-2024,963.44,Dic-2025,916.16,1038.42,951194.18,-48805.82,600.53,1.23
Mar-2024,967.93,Abr-2024,960.14,1033.06,991735.54,-8264.46,216.33,2.62
Mar-2024,967.93,May-2024,917.88,1033.06,948347.11,-51652.89,192.57,0.37
Mar-2024,967.93,Jun-2024,926.08,1033.06,956611.57,-43388.43,151.82,0.35
Mar-2024,967.93,Jul-2024,937.56,1033.06,969008.26,-30991.74,524.84,1.69
Mar-2024,967.93,Ago-2024,929.90,1033.06,960743.80,-39256.20,172.80,0.44
Mar-2024,967.93,Sep-2024,926.21,1033.06,956611.57,-43388.43,286.07,0.66
Mar-2024,967.93,Oct-2024,933.81,1033.06,964876.03,-35123.97,266.10,0.76
Mar-2024,967.93,Nov-2024,971.60,1033.06,1004132.23,4132.23,486.01,11.76
Mar-2024,967.93,Dic-2024,982.30,1033.06,1014462.81,14462.81,383.19,2.65
Mar-2024,967.93,Ene-2025,1000.76,1033.06,1033057.85,33057.85,859.24,2.60
Mar-2024,967.93,Feb-2025,956.62,1033.06,988636.36,-11363.64,464.22,4.09
Mar-2024,967.93,Mar-2025,932.55,1033.06,963842.98,-36157.02,534.80,1.48
Mar-2024,967.93,Abr-2025,961.96,1033.06,993801.65,-6198.35,113.20,1.83
Mar-2024,967.93,May-2025,941.01,1033.06,972107.44,-27892.56,80.63,0.29
Mar-2024,967.93,Jun-2025,938.04,1033.06,969008.26,-30991.74,111.40,0.36
Mar-2024,967.93,Jul-2025,951.55,1033.06,983471.07,-16528.93,536.22,3.24
Mar-2024,967.93,Ago-2025,966.30,1033.06,997933.88,-2066.12,381.99,18.49
Mar-2024,967.93,Sep-2025,960.37,1033.06,991735.54,-8264.46,453.81,5.49
Mar-2024,967.93,Oct-2025,953.97,1033.06,985537.19,-14462.81,102.27,0.71
Mar-2024,967.93,Nov-2025,935.70,1033.06,966942.15,-33057.85,379.95,1.15
Mar-2024,967.93,Dic-2025,916.16,1033.06,946280.99,-53719.01,233.69,0.44
Abr-2024,960.14,May-2024,917.88,1041.67,956250.00,-43750.00,264.45,0.60
Abr-2024,960.14,Jun-2024,926.08,1041.67,964583.33,-35416.67,223.97,0.63
Abr-2024,960.14,Jul-2024,937.56,1041.67,977083.33,-22916.67,601.02,2.62
Abr-2024,960.14,Ago-2024,929.90,1041.67,968750.00,-31250.00,245.43,0.79
Abr-2024,960.14,Sep-2024,926.21,1041.67,964583.33,-35416.67,359.35,1.01
Abr-2024,960.14,Oct-2024,933.81,1041.67,972916.67,-27083.33,339.82,1.25
Abr-2024,960.14,Nov-2024,971.60,1041.67,1012500.00,12500.00,564.47,4.52
Abr-2024,960.14,Dic-2024,982.30,1041.67,1022916.67,22916.67,461.56,2.01
Abr-2024,960.14,Ene-2025,1000.76,1041.67,1041666.67,41666.67,942.95,2.26
Abr-2024,960.14,Feb-2025,956.62,1041.67,996875.00,-3125.00,541.35,17.32
Abr-2024,960.14,Mar-2025,932.55,1041.67,971875.00,-28125.00,610.69,2.17
Abr-2024,960.14,Abr-2025,961.96,1041.67,1002083.33,2083.33,187.78,9.01
Abr-2024,960.14,May-2025,941.01,1041.67,980208.33,-19791.67,153.34,0.77
Abr-2024,960.14,Jun-2025,938.04,1041.67,977083.33,-22916.67,184.14,0.80
Abr-2024,960.14,Jul-2025,951.55,1041.67,991666.67,-8333.33,613.57,7.36
Abr-2024,960.14,Ago-2025,966.30,1041.67,1006250.00,6250.00,459.13,7.35
Abr-2024,960.14,Sep-2025,960.37,1041.67,1000000.00,0.00,531.08,456194458451556.94
Abr-2024,960.14,Oct-2025,953.97,1041.67,993750.00,-6250.00,176.15,2.82
Abr-2024,960.14,Nov-2025,935.70,1041.67,975000.00,-25000.00,454.77,1.82
Abr-2024,960.14,Dic-2025,916.16,1041.67,954166.67,-45833.33,305.77,0.67
May-2024,917.88,Jun-2024,926.08,1089.32,1008714.60,8714.60,219.01,2.51
May-2024,917.88,Jul-2024,937.56,1089.32,1021786.49,21786.49,613.11,2.81
May-2024,917.88,Ago-2024,929.90,1089.32,1013071.90,13071.90,241.39,1.85
May-2024,917.88,Sep-2024,926.21,1089.32,1008714.60,8714.60,360.58,4.14
May-2024,917.88,Oct-2024,933.81,1089.32,1017429.19,17429.19,340.03,1.95
May-2024,917.88,Nov-2024,971.60,1089.32,1058823.53,58823.53,574.34,0.98
May-2024,917.88,Dic-2024,982.30,1089.32,1069716.78,69716.78,466.55,0.67
May-2024,917.88,Ene-2025,1000.76,1089.32,1089324.62,89324.62,969.67,1.09
May-2024,917.88,Feb-2025,956.62,1089.32,1042483.66,42483.66,550.40,1.30
May-2024,917.88,Mar-2025,932.55,1089.32,1016339.87,16339.87,623.30,3.81
May-2024,917.88,Abr-2025,961.96,1089.32,1047930.28,47930.28,180.58,0.38
May-2024,917.88,May-2025,941.01,1089.32,1025054.47,25054.47,144.90,0.58
May-2024,917.88,Jun-2025,938.04,1089.32,1021786.49,21786.49,177.16,0.81
May-2024,917.88,Jul-2025,951.55,1089.32,1037037.04,37037.04,626.01,1.69
May-2024,917.88,Ago-2025,966.30,1089.32,1052287.58,52287.58,464.27,0.89
May-2024,917.88,Sep-2025,960.37,1089.32,1045751.63,45751.63,539.61,1.18
May-2024,917.88,Oct-2025,953.97,1089.32,1039215.69,39215.69,168.54,0.43
May-2024,917.88,Nov-2025,935.70,1089.32,1019607.84,19607.84,460.20,2.35
May-2024,917.88,Dic-2025,916.16,1089.32,997821.35,-2178.65,304.71,13.99
Jun-2024,926.08,Jul-2024,937.56,1079.91,1012958.96,12958.96,562.89,4.34
Jun-2024,926.08,Ago-2024,929.90,1079.91,1004319.65,4319.65,194.76,4.51
Jun-2024,926.08,Sep-2024,926.21,1079.91,1000000.00,-0.00,313.12,268964651404545.75
Jun-2024,926.08,Oct-2024,933.81,1079.91,1008639.31,8639.31,292.36,3.38
Jun-2024,926.08,Nov-2024,971.60,1079.91,1049676.03,49676.03,522.82,1.05
Jun-2024,926.08,Dic-2024,982.30,1079.91,1060475.16,60475.16,415.48,0.69
Jun-2024,926.08,Ene-2025,1000.76,1079.91,1079913.61,79913.61,913.40,1.14
Jun-2024,926.08,Feb-2025,956.62,1079.91,1033477.32,33477.32,499.81,1.49
Jun-2024,926.08,Mar-2025,932.55,1079.91,1007559.40,7559.40,573.23,7.58
Jun-2024,926.08,Abr-2025,961.96,1079.91,1038876.89,38876.89,132.94,0.34
Jun-2024,926.08,May-2025,941.01,1079.91,1016198.70,16198.70,98.58,0.61
Jun-2024,926.08,Jun-2025,938.04,1079.91,1012958.96,12958.96,130.70,1.01
Jun-2024,926.08,Jul-2025,951.55,1079.91,1028077.75,28077.75,575.00,2.05
Jun-2024,926.08,Ago-2025,966.30,1079.91,1043196.54,43196.54,413.99,0.96
Jun-2024,926.08,Sep-2025,960.37,1079.91,1036717.06,36717.06,488.97,1.33
Jun-2024,926.08,Oct-2025,953.97,1079.91,1030237.58,30237.58,121.40,0.40
Jun-2024,926.08,Nov-2025,935.70,1079.91,1010799.14,10799.14,411.40,3.81
Jun-2024,926.08,Dic-2025,916.16,1079.91,989200.86,-10799.14,258.21,2.39
Jul-2024,937.56,Ago-2024,929.90,1066.10,991471.22,-8528.78,571.92,6.71
Jul-2024,937.56,Sep-2024,926.21,1066.10,987206.82,-12793.18,687.13,5.37
Jul-2024,937.56,Oct-2024,933.81,1066.10,995735.61,-4264.39,669.90,15.71
Jul-2024,937.56,Nov-2024,971.60,1066.10,1036247.33,36247.33,912.93,2.52
Jul-2024,937.56,Dic-2024,982.30,1066.10,1046908.32,46908.32,811.05,1.73
Jul-2024,937.56,Ene-2025,1000.76,1066.10,1066098.08,66098.08,1309.94,1.98
Jul-2024,937.56,Feb-2025,956.62,1066.10,1020255.86,20255.86,884.09,4.36
Jul-2024,937.56,Mar-2025,932.55,1066.10,994669.51,-5330.49,946.78,17.76
Jul-2024,937.56,Abr-2025,961.96,1066.10,1025586.35,25586.35,523.96,2.05
