mes_compra,p_compra,mes_venta,p_venta,usd,pesos_final,ganancia,error_ganancia,error_ganancia_pct
Jul-2024,937.56,May-2025,941.01,1066.10,1003198.29,3198.29,481.47,15.05
Jul-2024,937.56,Jun-2025,938.04,1066.10,1000000.00,-0.00,511.95,439757752418231.44
Jul-2024,937.56,Jul-2025,951.55,1066.10,1014925.37,14925.37,956.28,6.41
Jul-2024,937.56,Ago-2025,966.30,1066.10,1029850.75,29850.75,803.04,2.69
Jul-2024,937.56,Sep-2025,960.37,1066.10,1023454.16,23454.16,874.61,3.73
Jul-2024,937.56,Oct-2025,953.97,1066.10,1017057.57,17057.57,509.29,2.99
Jul-2024,937.56,Nov-2025,935.70,1066.10,997867.80,-2132.20,788.23,36.97
Jul-2024,937.56,Dic-2025,916.16,1066.10,976545.84,-23454.16,628.84,2.68
Ago-2024,929.90,Sep-2024,926.21,1075.27,995698.92,-4301.08,332.83,7.74
Ago-2024,929.90,Oct-2024,933.81,1075.27,1004301.08,4301.08,312.34,7.26
Ago-2024,929.90,Nov-2024,971.60,1075.27,1045161.29,45161.29,542.68,1.20
Ago-2024,929.90,Dic-2024,982.30,1075.27,1055913.98,55913.98,436.03,0.78
Ago-2024,929.90,Ene-2025,1000.76,1075.27,1075268.82,75268.82,932.22,1.24
Ago-2024,929.90,Feb-2025,956.62,1075.27,1029032.26,29032.26,519.42,1.79
Ago-2024,929.90,Mar-2025,932.55,1075.27,1003225.81,3225.81,591.99,18.35
Ago-2024,929.90,Abr-2025,961.96,1075.27,1034408.60,34408.60,154.25,0.45
Ago-2024,929.90,May-2025,941.01,1075.27,1011827.96,11827.96,119.56,1.01
Ago-2024,929.90,Jun-2025,938.04,1075.27,1008602.15,8602.15,151.47,1.76
Ago-2024,929.90,Jul-2025,951.55,1075.27,1023655.91,23655.91,594.18,2.51
Ago-2024,929.90,Ago-2025,966.30,1075.27,1038709.68,38709.68,434.18,1.12
Ago-2024,929.90,Sep-2025,960.37,1075.27,1032258.06,32258.06,508.70,1.58
Ago-2024,929.90,Oct-2025,953.97,1075.27,1025806.45,25806.45,142.57,0.55
Ago-2024,929.90,Nov-2025,935.70,1075.27,1006451.61,6451.61,430.92,6.68
Ago-2024,929.90,Dic-2025,916.16,1075.27,984946.24,-15053.76,277.93,1.85
Sep-2024,926.21,Oct-2024,933.81,1079.91,1008639.31,8639.31,433.91,5.02
Sep-2024,926.21,Nov-2024,971.60,1079.91,1049676.03,49676.03,670.14,1.35
Sep-2024,926.21,Dic-2024,982.30,1079.91,1060475.16,60475.16,564.32,0.93
Sep-2024,926.21,Ene-2025,1000.76,1079.91,1079913.61,79913.61,1064.96,1.33
Sep-2024,926.21,Feb-2025,956.62,1079.91,1033477.32,33477.32,644.85,1.93
Sep-2024,926.21,Mar-2025,932.55,1079.91,1007559.40,7559.40,714.64,9.45
Sep-2024,926.21,Abr-2025,961.96,1079.91,1038876.89,38876.89,278.74,0.72
Sep-2024,926.21,May-2025,941.01,1079.91,1016198.70,16198.70,241.20,1.49
Sep-2024,926.21,Jun-2025,938.04,1079.91,1012958.96,12958.96,272.86,2.11
Sep-2024,926.21,Jul-2025,951.55,1079.91,1028077.75,28077.75,719.29,2.56
Sep-2024,926.21,Ago-2025,966.30,1079.91,1043196.54,43196.54,560.40,1.30
Sep-2024,926.21,Sep-2025,960.37,1079.91,1036717.06,36717.06,634.47,1.73
Sep-2024,926.21,Oct-2025,953.97,1079.91,1030237.58,30237.58,265.98,0.88
Sep-2024,926.21,Nov-2025,935.70,1079.91,1010799.14,10799.14,553.26,5.12
Sep-2024,926.21,Dic-2025,916.16,1079.91,989200.86,-10799.14,397.04,3.68
Oct-2024,933.81,Nov-2024,971.60,1070.66,1040685.22,40685.22,640.19,1.57
Oct-2024,933.81,Dic-2024,982.30,1070.66,1051391.86,51391.86,535.03,1.04
Oct-2024,933.81,Ene-2025,1000.76,1070.66,1070663.81,70663.81,1030.93,1.46
Oct-2024,933.81,Feb-2025,956.62,1070.66,1024625.27,24625.27,615.49,2.50
Oct-2024,933.81,Mar-2025,932.55,1070.66,998929.34,-1070.66,685.28,64.01
Oct-2024,933.81,Abr-2025,961.96,1070.66,1029978.59,29978.59,252.40,0.84
Oct-2024,933.81,May-2025,941.01,1070.66,1007494.65,7494.65,215.70,2.88
Oct-2024,933.81,Jun-2025,938.04,1070.66,1004282.66,4282.66,247.16,5.77
Oct-2024,933.81,Jul-2025,951.55,1070.66,1019271.95,19271.95,689.42,3.58
Oct-2024,933.81,Ago-2025,966.30,1070.66,1034261.24,34261.24,531.54,1.55
Oct-2024,933.81,Sep-2025,960.37,1070.66,1027837.26,27837.26,605.12,2.17
Oct-2024,933.81,Oct-2025,953.97,1070.66,1021413.28,21413.28,239.95,1.12
Oct-2024,933.81,Nov-2025,935.70,1070.66,1002141.33,2141.33,525.21,24.53
Oct-2024,933.81,Dic-2025,916.16,1070.66,980728.05,-19271.95,370.82,1.92
Nov-2024,971.60,Dic-2024,982.30,1028.81,1010288.07,10288.07,724.48,7.04
Nov-2024,971.60,Ene-2025,1000.76,1028.81,1028806.58,28806.58,1204.85,4.18
Nov-2024,971.60,Feb-2025,956.62,1028.81,984567.90,-15432.10,796.44,5.16
Nov-2024,971.60,Mar-2025,932.55,1028.81,959876.54,-40123.46,858.36,2.14
Nov-2024,971.60,Abr-2025,961.96,1028.81,989711.93,-10288.07,448.61,4.36
Nov-2024,971.60,May-2025,941.01,1028.81,968107.00,-31893.00,408.85,1.28
Nov-2024,971.60,Jun-2025,938.04,1028.81,965020.58,-34979.42,438.44,1.25
Nov-2024,971.60,Jul-2025,951.55,1028.81,979423.87,-20576.13,866.40,4.21
Nov-2024,971.60,Ago-2025,966.30,1028.81,993827.16,-6172.84,717.70,11.63
Nov-2024,971.60,Sep-2025,960.37,1028.81,987654.32,-12345.68,787.12,6.38
Nov-2024,971.60,Oct-2025,953.97,1028.81,981481.48,-18518.52,434.93,2.35
Nov-2024,971.60,Nov-2025,935.70,1028.81,962962.96,-37037.04,705.19,1.90
Nov-2024,971.60,Dic-2025,916.16,1028.81,942386.83,-57613.17,552.55,0.96
Dic-2024,982.30,Ene-2025,1000.76,1018.33,1018329.94,18329.94,1084.35,5.92
Dic-2024,982.30,Feb-2025,956.62,1018.33,974541.75,-25458.25,684.75,2.69
Dic-2024,982.30,Mar-2025,932.55,1018.33,950101.83,-49898.17,748.64,1.50
Dic-2024,982.30,Abr-2025,961.96,1018.33,979633.40,-20366.60,339.92,1.67
Dic-2024,982.30,May-2025,941.01,1018.33,958248.47,-41751.53,302.84,0.73
Dic-2024,982.30,Jun-2025,938.04,1018.33,955193.48,-44806.52,332.45,0.74
Dic-2024,982.30,Jul-2025,951.55,1018.33,969450.10,-30549.90,754.54,2.47
Dic-2024,982.30,Ago-2025,966.30,1018.33,983706.72,-16293.28,605.83,3.72
Dic-2024,982.30,Sep-2025,960.37,1018.33,977596.74,-22403.26,675.20,3.01
Dic-2024,982.30,Oct-2025,953.97,1018.33,971486.76,-28513.24,327.25,1.15
Dic-2024,982.30,Nov-2025,935.70,1018.33,953156.82,-46843.18,596.70,1.27
Dic-2024,982.30,Dic-2025,916.16,1018.33,932790.22,-67209.78,447.78,0.67
Ene-2025,1000.76,Feb-2025,956.62,1000.00,957000.00,-43000.00,1106.92,2.57
Ene-2025,1000.76,Mar-2025,932.55,1000.00,933000.00,-67000.00,1158.76,1.73
Ene-2025,1000.76,Abr-2025,961.96,1000.00,962000.00,-38000.00,770.57,2.03
Ene-2025,1000.76,May-2025,941.01,1000.00,941000.00,-59000.00,724.62,1.23
Ene-2025,1000.76,Jun-2025,938.04,1000.00,938000.00,-62000.00,752.34,1.21
Ene-2025,1000.76,Jul-2025,951.55,1000.00,952000.00,-48000.00,1173.18,2.44
Ene-2025,1000.76,Ago-2025,966.30,1000.00,966000.00,-34000.00,1033.51,3.04
Ene-2025,1000.76,Sep-2025,960.37,1000.00,960000.00,-40000.00,1098.90,2.75
Ene-2025,1000.76,Oct-2025,953.97,1000.00,954000.00,-46000.00,754.49,1.64
Ene-2025,1000.76,Nov-2025,935.70,1000.00,936000.00,-64000.00,1010.92,1.58
Ene-2025,1000.76,Dic-2025,916.16,1000.00,916000.00,-84000.00,855.60,1.02
Feb-2025,956.62,Mar-2025,932.55,1044.93,974921.63,-25078.37,857.72,3.42
Feb-2025,956.62,Abr-2025,961.96,1044.93,1005224.66,5224.66,441.11,8.44
Feb-2025,956.62,May-2025,941.01,1044.93,983281.09,-16718.91,401.04,2.40
Feb-2025,956.62,Jun-2025,938.04,1044.93,980146.29,-19853.71,431.14,2.17
Feb-2025,956.62,Jul-2025,951.55,1044.93,994775.34,-5224.66,865.60,16.57
Feb-2025,956.62,Ago-2025,966.30,1044.93,1009404.39,9404.39,714.35,7.60
Feb-2025,956.62,Sep-2025,960.37,1044.93,1003134.80,3134.80,784.95,25.04
Feb-2025,956.62,Oct-2025,953.97,1044.93,996865.20,-3134.80,427.34,13.63
Feb-2025,956.62,Nov-2025,935.70,1044.93,978056.43,-21943.57,702.10,3.20
Feb-2025,956.62,Dic-2025,916.16,1044.93,957157.78,-42842.22,547.37,1.28
Mar-2025,932.55,Abr-2025,961.96,1071.81,1031082.53,31082.53,540.42,1.74
Mar-2025,932.55,May-2025,941.01,1071.81,1008574.49,8574.49,497.40,5.80
Mar-2025,932.55,Jun-2025,938.04,1071.81,1005359.06,5359.06,528.00,9.85
Mar-2025,932.55,Jul-2025,951.55,1071.81,1020364.42,20364.42,974.92,4.79
Mar-2025,932.55,Ago-2025,966.30,1071.81,1035369.77,35369.77,821.06,2.32
Mar-2025,932.55,Sep-2025,960.37,1071.81,1028938.91,28938.91,892.93,3.09
Mar-2025,932.55,Oct-2025,953.97,1071.81,1022508.04,22508.04,525.56,2.34
Mar-2025,932.55,Nov-2025,935.70,1071.81,1003215.43,3215.43,805.75,25.06
Mar-2025,932.55,Dic-2025,916.16,1071.81,981779.21,-18220.79,645.22,3.54
Abr-2025,961.96,May-2025,941.01,1039.50,978170.48,-21829.52,51.07,0.23
Abr-2025,961.96,Jun-2025,938.04,1039.50,975051.98,-24948.02,82.12,0.33
Abr-2025,961.96,Jul-2025,951.55,1039.50,989604.99,-10395.01,509.15,4.90
Abr-2025,961.96,Ago-2025,966.30,1039.50,1004158.00,4158.00,353.51,8.50
Abr-2025,961.96,Sep-2025,960.37,1039.50,997921.00,-2079.00,425.96,20.49
Abr-2025,961.96,Oct-2025,953.97,1039.50,991683.99,-8316.01,72.42,0.87
Abr-2025,961.96,Nov-2025,935.70,1039.50,972972.97,-27027.03,352.41,1.30
Abr-2025,961.96,Dic-2025,916.16,1039.50,952182.95,-47817.05,205.88,0.43
May-2025,941.01,Jun-2025,938.04,1062.70,996811.90,-3188.10,53.10,1.67
May-2025,941.01,Jul-2025,951.55,1062.70,1011689.69,11689.69,489.19,4.18
May-2025,941.01,Ago-2025,966.30,1062.70,1026567.48,26567.48,329.62,1.24
May-2025,941.01,Sep-2025,960.37,1062.70,1020191.29,20191.29,403.89,2.00
May-2025,941.01,Oct-2025,953.97,1062.70,1013815.09,13815.09,42.66,0.31
May-2025,941.01,Nov-2025,935.70,1062.70,994686.50,-5313.50,329.48,6.20
May-2025,941.01,Dic-2025,916.16,1062.70,973432.52,-26567.48,180.35,0.68
Jun-2025,938.04,Jul-2025,951.55,1066.10,1014925.37,14925.37,523.25,3.51
Jun-2025,938.04,Ago-2025,966.30,1066.10,1029850.75,29850.75,363.65,1.22
Jun-2025,938.04,Sep-2025,960.37,1066.10,1023454.16,23454.16,437.95,1.87
Jun-2025,938.04,Oct-2025,953.97,1066.10,1017057.57,17057.57,75.35,0.44
Jun-2025,938.04,Nov-2025,935.70,1066.10,997867.80,-2132.20,362.48,17.00
Jun-2025,938.04,Dic-2025,916.16,1066.10,976545.84,-23454.16,212.19,0.90
Jul-2025,951.55,Ago-2025,966.30,1050.42,1014705.88,14705.88,794.90,5.41
Jul-2025,951.55,Sep-2025,960.37,1050.42,1008403.36,8403.36,865.39,10.30
Jul-2025,951.55,Oct-2025,953.97,1050.42,1002100.84,2100.84,505.42,24.06
Jul-2025,951.55,Nov-2025,935.70,1050.42,983193.28,-16806.72,780.19,4.64
Jul-2025,951.55,Dic-2025,916.16,1050.42,962184.87,-37815.13,623.07,1.65
Ago-2025,966.30,Sep-2025,960.37,1035.20,993788.82,-6211.18,691.41,11.13
Ago-2025,966.30,Oct-2025,953.97,1035.20,987577.64,-12422.36,337.66,2.72
Ago-2025,966.30,Nov-2025,935.70,1035.20,968944.10,-31055.90,611.48,1.97
Ago-2025,966.30,Dic-2025,916.16,1035.20,948240.17,-51759.83,460.00,0.89
Sep-2025,960.37,Oct-2025,953.97,1041.67,993750.00,-6250.00,414.11,6.63
Sep-2025,960.37,Nov-2025,935.70,1041.67,975000.00,-25000.00,688.24,2.75
Sep-2025,960.37,Dic-2025,916.16,1041.67,954166.67,-45833.33,534.25,1.17
Oct-2025,953.97,Nov-2025,935.70,1048.22,981132.08,-18867.92,345.42,1.83
Oct-2025,953.97,Dic-2025,916.16,1048.22,960167.71,-39832.29,197.88,0.50
Nov-2025,935.70,Dic-2025,916.16,1068.38,978632.48,-21367.52,484.68,2.27
